"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","BasementSF","OneandTwoFloorSF","FrontSF","BasementBath","Bath","Age","YrOfRemodel","HighQualSF","TotalArea","LogPrice"
60,"RL",35760,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1995,1996,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1378,"Gd","Gd","PConc","Ex","TA","Gd","GLQ",1387,"Unf",0,543,1930,"GasA","Ex","Y","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,"Gd",10,"Typ",1,3,807,"Y",361,76,0,0,0,0,0,7,2006,"WD","Normal",1387,3627,437,1,3.5,11,10,6258,43939,13.3455069287185
80,"RL",9880,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",522,"Unf",0,574,1096,"GasA","TA","Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"TA",6,"Typ",1,1,358,"Y",203,0,0,0,0,576,0,7,2008,"WD","Normal",522,1118,203,1,1,31,31,2201,13231,12.0494188354848
20,"RL",9120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",662,"Unf",0,599,1261,"GasA","Ex","Y","SBrkr",1261,0,0,1261,1,0,1,0,3,1,"TA",6,"Typ",1,2,433,"Y",0,0,0,0,288,0,1400,11,2008,"WD","Normal",662,1261,0,1,1,50,50,2356,12363,12.0015054797889
160,"FV",4017,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,2,625,"Y",0,54,0,0,0,0,0,3,2008,"WD","Normal",0,1250,54,0,2.5,2,1,1929,6571,12.0546681913709
50,"RL",18030,"Pave","IR1","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",152,"BLQ",469,977,1598,"GasA","TA","Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"Ex",12,"Maj1",1,0,0,"Y",122,0,0,0,0,0,0,3,2007,"WD","Normal",621,2607,122,0,3,61,13,3829,22836,12.2085695257288
70,"RL",16560,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,8,1932,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",503,"Unf",0,449,952,"GasA","TA","Y","SBrkr",1170,1175,0,2345,0,0,2,1,4,1,"TA",9,"Typ",1,2,360,"Y",0,0,0,0,0,0,0,7,2006,"WD","Normal",503,2345,0,0,2.5,74,56,3208,20217,12.3842188309136
50,"RL",10678,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1992,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,"Gd","TA","PConc","Gd","TA","No","GLQ",700,"Unf",0,983,1683,"GasA","Ex","Y","SBrkr",2129,743,0,2872,0,0,2,1,4,1,"Gd",9,"Typ",1,2,541,"Y",0,33,0,0,0,0,0,4,2007,"WD","Normal",700,2872,33,0,2.5,15,7,4146,16144,12.5602444592508
20,"RL",6951,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1984,1985,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",658,"Unf",0,218,876,"GasA","TA","Y","SBrkr",923,0,0,923,1,0,1,0,3,1,"TA",5,"Typ",0,1,264,"Y",362,0,0,0,0,0,0,10,2008,"WD","Normal",658,923,362,1,1,24,23,2207,9376,11.6910716503537
50,"RM",3950,"Pave","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,8,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",468,"Unf",0,350,818,"GasA","TA","Y","SBrkr",818,406,0,1224,0,0,1,0,3,1,"TA",5,"Typ",0,1,210,"N",0,0,116,0,0,0,0,12,2009,"WD","Normal",468,1224,0,0,1,83,5,1902,6318,11.6526874073454
50,"RL",7681,"Pave","IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,731,731,"GasA","Ex","Y","SBrkr",820,523,0,1343,0,0,1,1,3,1,"TA",7,"Typ",1,1,186,"Y",192,0,102,0,0,0,0,7,2009,"WD","Normal",0,1343,192,0,1.5,88,59,1721,10235,11.950535026405
20,"RL",8335,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","Gd","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"TA",5,"Min2",1,0,0,"N",0,36,190,0,0,0,0,4,2006,"WD","Normal",0,1124,36,0,1,52,52,1160,9685,11.4403547721354
60,"RL",11170,"Pave","IR2","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Wood","Gd","TA","No","LwQ",1216,"Unf",0,0,1216,"GasA","Ex","Y","SBrkr",1298,1216,0,2514,0,0,2,1,4,1,"TA",8,"Typ",0,2,693,"Y",0,0,0,0,0,0,0,4,2006,"WD","Normal",1216,2514,0,0,2.5,16,15,4423,15593,12.4292161968444
120,"RM",5587,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2008,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1480,"Unf",0,120,1600,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,1,2,0,2,1,"Gd",5,"Typ",1,2,482,"Y",162,53,0,153,0,0,0,11,2008,"New","Partial",1480,1652,215,1.5,2,0,0,3829,9875,12.8802918162046
60,"RL",15623,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1996,1996,"Hip","CompShg","Wd Sdng","ImStucc","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",2096,"Unf",0,300,2396,"GasA","Ex","Y","SBrkr",2411,2065,0,4476,1,0,3,1,4,1,"Ex",10,"Typ",2,3,813,"Y",171,78,0,0,0,555,0,7,2007,"WD","Abnorml",2096,4476,249,1,3.5,11,11,7634,24112,13.5211394973617
30,"RL",10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",821,"Unf",0,299,1120,"GasA","Ex","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"TA",5,"Typ",1,2,720,"Y",229,0,0,0,0,0,0,6,2006,"WD","Normal",821,1130,229,1,1,86,56,2900,13999,11.6952470217642
20,"RL",35133,"Grvl","Reg","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","1Story",5,4,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,"TA","TA","CBlock","TA","TA","Gd","Rec",1159,"Unf",0,413,1572,"GasA","Gd","Y","SBrkr",1572,0,0,1572,1,0,1,1,3,1,"TA",5,"Typ",2,3,995,"Y",0,263,0,0,263,0,0,5,2007,"WD","Normal",1159,1572,263,1,1.5,44,44,3989,40024,12.1372583295298
50,"RL",9738,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",392,"Unf",0,392,784,"GasA","Gd","Y","SBrkr",949,272,0,1221,1,0,1,0,4,1,"TA",7,"Typ",0,1,392,"Y",0,0,236,0,0,0,0,3,2006,"WD","Normal",392,1221,0,1,1,82,56,2005,12371,11.5607627943844
190,"RL",10615,"Pave","IR1","Bnk","AllPub","Corner","Mod","OldTown","Artery","Artery","2fmCon","2Story",3,5,1900,1970,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","BLQ",440,"Unf",0,538,978,"GasA","TA","Y","SBrkr",1014,685,0,1699,1,0,2,0,3,2,"TA",7,"Typ",0,2,420,"Y",0,74,0,0,0,0,0,8,2009,"WD","Abnorml",440,1699,74,1,2,109,39,2633,13786,11.4616321705827
20,"RL",12461,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Gable","CompShg","ImStucc","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1456,"Unf",0,168,1624,"GasA","Ex","Y","SBrkr",1624,0,0,1624,1,0,2,0,2,1,"Gd",5,"Typ",1,3,757,"Y",0,114,192,0,0,0,0,7,2006,"WD","Normal",1456,1624,114,1,2,12,11,3951,16772,12.4760997827432
60,"RL",8935,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,831,831,"GasA","Ex","Y","SBrkr",831,829,0,1660,0,0,2,1,3,1,"Gd",7,"Typ",0,2,493,"Y",144,68,0,0,0,0,0,7,2009,"WD","Normal",0,1660,212,0,2.5,7,7,2365,12226,12.1807548375459
60,"RL",7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,994,994,"GasA","Gd","Y","SBrkr",1028,776,0,1804,0,0,2,1,3,1,"Gd",7,"Typ",1,2,442,"Y",140,60,0,0,0,0,0,6,2010,"WD","Normal",0,1804,200,0,2.5,11,11,2446,10940,12.1495022940418
190,"RL",32463,"Pave","Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","TA","TA","Av","BLQ",1159,"Unf",0,90,1249,"GasA","Ex","Y","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"TA",7,"Typ",1,4,1356,"Y",439,0,0,0,0,0,0,3,2007,"WD","Normal",1159,1622,439,1,1,46,32,4576,37278,12.0317192583854
160,"FV",2645,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA","Ex","Y","SBrkr",764,677,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,2,492,"Y",206,0,0,0,0,0,0,11,2007,"WD","Normal",0,1441,206,0,2.5,8,7,2139,6016,12.0668105781967
50,"RM",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,702,702,"GasA","Gd","Y","SBrkr",842,630,0,1472,0,0,1,0,3,1,"Gd",6,"Typ",0,1,250,"P",0,0,84,0,0,0,0,7,2007,"WD","Normal",0,1472,0,0,1,82,13,1722,12108,11.7360690162844
120,"RM",4500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,"TA","TA","PConc","Ex","TA","No","GLQ",883,"Unf",0,341,1224,"GasA","Ex","Y","SBrkr",1224,0,0,1224,1,0,2,0,2,1,"TA",5,"Typ",0,2,402,"Y",0,304,0,0,0,0,0,6,2009,"WD","Normal",883,1224,304,1,2,10,10,2813,8079,12.0137007528827
60,"RL",9364,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","TA","TA","No","ALQ",371,"Unf",0,292,663,"GasA","TA","Y","SBrkr",663,689,0,1352,0,0,1,1,4,1,"TA",7,"Typ",0,1,299,"Y",379,36,0,0,0,0,0,3,2010,"WD","Normal",371,1352,415,0,1.5,41,41,2437,12236,11.9703503120091
60,"RL",8029,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",0,2,400,"Y",100,24,0,0,0,0,0,7,2008,"WD","Normal",0,1456,124,0,2.5,3,3,1980,10737,12.0782392740203
60,"RL",14054,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,879,879,"GasA","Ex","Y","SBrkr",879,984,0,1863,0,0,2,1,4,1,"Gd",9,"Typ",1,3,660,"Y",100,17,0,0,0,0,0,11,2006,"New","Partial",0,1863,117,0,2.5,0,0,2640,17573,12.2977854534534
75,"RM",8850,"Pave","IR1","Bnk","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,815,815,"GasA","Ex","Y","SBrkr",815,875,0,1690,0,0,1,0,3,1,"TA",7,"Typ",1,1,225,"Y",0,0,330,0,0,0,0,7,2006,"ConLw","Normal",0,1690,0,0,1,90,56,1915,11910,11.8775685785581
20,"RL",9100,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1212,1212,"GasA","Ex","Y","SBrkr",1212,0,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,2,573,"Y",356,0,0,0,0,0,0,6,2009,"WD","Normal",0,1212,356,0,2,8,8,2141,12453,12.0895388292742
20,"RL",11235,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","TA","No","Rec",547,"Unf",0,504,1051,"GasA","Gd","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"TA",6,"Typ",1,2,459,"Y",0,82,0,0,0,0,0,10,2006,"WD","Normal",547,1382,82,0,1.5,43,27,2470,14260,11.9049675527463
20,"RL",9353,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,864,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,1,280,"Y",0,0,0,0,0,0,0,7,2006,"Oth","Abnorml",0,864,0,0,1,36,36,1144,11361,11.6617764117026
60,"RL",10400,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,866,866,"GasA","Ex","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,"Gd",6,"Typ",0,2,546,"Y",198,36,0,0,0,0,0,3,2009,"WD","Normal",0,1779,234,0,2.5,11,11,2559,13825,12.1955171315907
50,"RM",6000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",884,464,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,1,216,"N",0,0,208,0,0,0,0,5,2009,"WD","Normal",0,1348,0,1,1,84,12,1564,8656,11.6699292137799
20,"RL",9750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1630,1630,"GasA","Ex","Y","SBrkr",1630,0,0,1630,0,0,2,0,3,1,"Gd",6,"Typ",1,2,451,"Y",74,234,0,0,0,0,0,10,2009,"WD","Normal",0,1630,308,0,2,9,8,2389,13940,12.2690474446916
20,"RL",10140,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",788,"Unf",0,268,1056,"GasA","Ex","Y","SBrkr",1074,0,0,1074,1,0,1,1,3,1,"TA",6,"Typ",0,2,495,"Y",0,88,0,0,0,0,0,7,2006,"WD","Normal",788,1074,88,1,1.5,31,31,2445,12853,11.9414558460094
20,"RL",14684,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,7,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",485,"BLQ",177,1496,2158,"GasA","Gd","Y","SBrkr",2196,0,0,2196,0,0,2,0,3,1,"Gd",7,"Typ",1,3,701,"Y",84,70,0,0,0,0,0,6,2009,"WD","Normal",662,2196,154,0,2,19,18,3713,20127,12.5131896306206
20,"RH",8900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",4,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1056,"Unf",0,0,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,1,0,1,0,2,1,"TA",5,"Typ",0,1,384,"Y",0,42,0,0,0,0,0,11,2006,"WD","Normal",1056,1056,42,1,1,40,40,2538,11438,11.580584113444
20,"RL",9135,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ",340,"Unf",0,1342,1682,"GasA","Ex","Y","SBrkr",1700,0,0,1700,1,0,2,0,3,1,"Gd",7,"Typ",0,2,544,"Y",192,23,0,0,0,0,0,5,2006,"WD","Normal",340,1700,215,1,2,3,3,2799,13396,12.2060726455302
20,"RL",7763,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",504,"BLQ",108,319,931,"GasA","TA","Y","SBrkr",1283,0,0,1283,1,0,1,0,3,1,"TA",6,"Typ",0,2,506,"Y",0,0,0,0,0,0,0,10,2008,"WD","Normal",612,1283,0,1,1,46,28,2401,10483,11.8493977015914
20,"RL",10182,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRNn","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1220,"Unf",0,440,1660,"GasA","Ex","Y","SBrkr",1660,0,0,1660,1,0,2,0,3,1,"Gd",8,"Typ",1,2,500,"Y",322,50,0,0,0,0,0,5,2006,"New","Partial",1220,1660,372,1,2,0,0,3752,14794,12.5776362019627
60,"RL",11218,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA","Ex","Y","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"Gd",8,"Typ",1,2,462,"Y",635,104,0,0,0,0,400,5,2010,"WD","Normal",0,1845,739,0,2.5,18,18,3046,15319,12.1495022940418
50,"RL",12134,"Pave","IR1","Bnk","AllPub","Inside","Mod","Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","Wood","Gd","TA","Av","GLQ",427,"Unf",0,132,559,"GasA","Gd","Y","SBrkr",1080,672,0,1752,0,0,2,0,4,1,"TA",8,"Typ",0,2,492,"Y",325,12,0,0,0,0,0,6,2010,"WD","Normal",427,1752,337,0,2,22,5,3008,15274,12.0076217068063
30,"RL",9340,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1941,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",344,"Unf",0,328,672,"GasA","TA","Y","SBrkr",672,0,0,672,1,0,1,0,2,1,"TA",4,"Typ",0,1,234,"N",0,113,0,0,0,0,0,8,2009,"WD","Normal",344,672,113,1,1,68,59,1363,11031,11.6351430976945
80,"RL",10246,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ",648,"Unf",0,0,648,"GasA","Ex","Y","SBrkr",960,0,0,960,1,1,0,0,0,1,"TA",3,"Typ",0,1,364,"Y",88,0,0,0,0,0,0,5,2006,"WD","Normal",648,960,88,1.5,0,41,5,2060,12306,11.8844890214027
85,"RL",10205,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",784,"Unf",0,141,925,"GasA","TA","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"TA",6,"Typ",0,1,300,"Y",150,72,0,0,0,0,0,5,2006,"WD","Normal",784,999,222,1,1,44,44,2305,12651,11.809319478024
20,"RL",7094,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",180,"LwQ",374,340,894,"GasA","TA","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",0,1,384,"Y",0,0,0,0,0,0,0,5,2007,"WD","Normal",554,894,0,0,1,41,41,1832,9266,11.7360690162844
90,"RM",8930,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,2,539,"Y",0,0,0,0,0,0,0,4,2010,"WD","Normal",0,1902,0,0,2,32,32,2441,11371,11.6262541502772
20,"FV",8640,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ",936,"Unf",0,364,1300,"GasA","Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,3,1,"Gd",6,"Typ",0,2,552,"Y",135,112,0,0,0,0,0,9,2009,"New","Partial",936,1314,247,1,2,0,0,3049,12125,12.343466568969
50,"RM",6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","Gd","N","SBrkr",672,240,0,912,0,0,1,0,2,1,"TA",3,"Typ",0,0,0,"N",0,0,0,0,0,0,0,7,2006,"WD","Normal",0,912,0,0,1,59,56,912,7152,11.2960124634067
160,"RM",1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","TA","Y","SBrkr",672,546,0,1218,0,0,1,1,3,1,"TA",7,"Typ",0,0,0,"N",201,0,0,0,0,0,0,4,2006,"WD","Abnorml",0,1218,201,0,1.5,35,35,1419,4007,11.4240942512636
20,"RL",7800,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",312,"LwQ",600,0,912,"GasA","TA","Y","SBrkr",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,1,288,"Y",0,0,0,0,0,0,0,11,2006,"WD","Abnorml",912,912,0,0,1,42,42,2112,9912,11.6526874073454
